"School year","Values","Sex","Age in 5 years group","Full-/Part-time","Schultyp (Ebene +1)","Number","Annotations"
"2018/19","Full-time equivalent","female","older than 65 years","Part-time","Other schools and colleges for Vocational Education (statutes)",1.68,
"2018/19","Full-time equivalent","female","older than 65 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","to 24 years","Full-time","Cumpulsory schools",150,
"2018/19","Number of teaching staff","male","to 24 years","Full-time","Academic secondary schools",5,
"2018/19","Number of teaching staff","male","to 24 years","Full-time","Other general schools (statues)",2,
"2018/19","Number of teaching staff","male","to 24 years","Full-time","Vocational schools for apprentices",1,
"2018/19","Number of teaching staff","male","to 24 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",9,
"2018/19","Number of teaching staff","male","to 24 years","Full-time","Other schools and colleges for Vocational Education (statutes)",0,
"2018/19","Number of teaching staff","male","to 24 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","to 24 years","Part-time","Cumpulsory schools",37,
"2018/19","Number of teaching staff","male","to 24 years","Part-time","Academic secondary schools",32,
"2018/19","Number of teaching staff","male","to 24 years","Part-time","Other general schools (statues)",5,
"2018/19","Number of teaching staff","male","to 24 years","Part-time","Vocational schools for apprentices",1,
"2018/19","Number of teaching staff","male","to 24 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",14,
"2018/19","Number of teaching staff","male","to 24 years","Part-time","Other schools and colleges for Vocational Education (statutes)",2,
"2018/19","Number of teaching staff","male","to 24 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","25 to 29 years","Full-time","Cumpulsory schools",1065,
"2018/19","Number of teaching staff","male","25 to 29 years","Full-time","Academic secondary schools",416,
"2018/19","Number of teaching staff","male","25 to 29 years","Full-time","Other general schools (statues)",21,
"2018/19","Number of teaching staff","male","25 to 29 years","Full-time","Vocational schools for apprentices",13,
"2018/19","Number of teaching staff","male","25 to 29 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",206,
"2018/19","Number of teaching staff","male","25 to 29 years","Full-time","Other schools and colleges for Vocational Education (statutes)",1,
"2018/19","Number of teaching staff","male","25 to 29 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","25 to 29 years","Part-time","Cumpulsory schools",172,
"2018/19","Number of teaching staff","male","25 to 29 years","Part-time","Academic secondary schools",286,
"2018/19","Number of teaching staff","male","25 to 29 years","Part-time","Other general schools (statues)",28,
"2018/19","Number of teaching staff","male","25 to 29 years","Part-time","Vocational schools for apprentices",7,
"2018/19","Number of teaching staff","male","25 to 29 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",162,
"2018/19","Number of teaching staff","male","25 to 29 years","Part-time","Other schools and colleges for Vocational Education (statutes)",6,
"2018/19","Number of teaching staff","male","25 to 29 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","30 to 34 years","Full-time","Cumpulsory schools",1126,
"2018/19","Number of teaching staff","male","30 to 34 years","Full-time","Academic secondary schools",745,
"2018/19","Number of teaching staff","male","30 to 34 years","Full-time","Other general schools (statues)",38,
"2018/19","Number of teaching staff","male","30 to 34 years","Full-time","Vocational schools for apprentices",97,
"2018/19","Number of teaching staff","male","30 to 34 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",413,
"2018/19","Number of teaching staff","male","30 to 34 years","Full-time","Other schools and colleges for Vocational Education (statutes)",6,
"2018/19","Number of teaching staff","male","30 to 34 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","30 to 34 years","Part-time","Cumpulsory schools",164,
"2018/19","Number of teaching staff","male","30 to 34 years","Part-time","Academic secondary schools",263,
"2018/19","Number of teaching staff","male","30 to 34 years","Part-time","Other general schools (statues)",22,
"2018/19","Number of teaching staff","male","30 to 34 years","Part-time","Vocational schools for apprentices",23,
"2018/19","Number of teaching staff","male","30 to 34 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",225,
"2018/19","Number of teaching staff","male","30 to 34 years","Part-time","Other schools and colleges for Vocational Education (statutes)",8,
"2018/19","Number of teaching staff","male","30 to 34 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","35 to 39 years","Full-time","Cumpulsory schools",1099,
"2018/19","Number of teaching staff","male","35 to 39 years","Full-time","Academic secondary schools",738,
"2018/19","Number of teaching staff","male","35 to 39 years","Full-time","Other general schools (statues)",38,
"2018/19","Number of teaching staff","male","35 to 39 years","Full-time","Vocational schools for apprentices",222,
"2018/19","Number of teaching staff","male","35 to 39 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",713,
"2018/19","Number of teaching staff","male","35 to 39 years","Full-time","Other schools and colleges for Vocational Education (statutes)",8,
"2018/19","Number of teaching staff","male","35 to 39 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","35 to 39 years","Part-time","Cumpulsory schools",192,
"2018/19","Number of teaching staff","male","35 to 39 years","Part-time","Academic secondary schools",259,
"2018/19","Number of teaching staff","male","35 to 39 years","Part-time","Other general schools (statues)",27,
"2018/19","Number of teaching staff","male","35 to 39 years","Part-time","Vocational schools for apprentices",45,
"2018/19","Number of teaching staff","male","35 to 39 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",265,
"2018/19","Number of teaching staff","male","35 to 39 years","Part-time","Other schools and colleges for Vocational Education (statutes)",16,
"2018/19","Number of teaching staff","male","35 to 39 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","40 to 44 years","Full-time","Cumpulsory schools",1068,
"2018/19","Number of teaching staff","male","40 to 44 years","Full-time","Academic secondary schools",661,
"2018/19","Number of teaching staff","male","40 to 44 years","Full-time","Other general schools (statues)",49,
"2018/19","Number of teaching staff","male","40 to 44 years","Full-time","Vocational schools for apprentices",334,
"2018/19","Number of teaching staff","male","40 to 44 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",876,
"2018/19","Number of teaching staff","male","40 to 44 years","Full-time","Other schools and colleges for Vocational Education (statutes)",13,
"2018/19","Number of teaching staff","male","40 to 44 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","40 to 44 years","Part-time","Cumpulsory schools",173,
"2018/19","Number of teaching staff","male","40 to 44 years","Part-time","Academic secondary schools",187,
"2018/19","Number of teaching staff","male","40 to 44 years","Part-time","Other general schools (statues)",20,
"2018/19","Number of teaching staff","male","40 to 44 years","Part-time","Vocational schools for apprentices",52,
"2018/19","Number of teaching staff","male","40 to 44 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",315,
"2018/19","Number of teaching staff","male","40 to 44 years","Part-time","Other schools and colleges for Vocational Education (statutes)",22,
"2018/19","Number of teaching staff","male","40 to 44 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","45 to 49 years","Full-time","Cumpulsory schools",1237,
"2018/19","Number of teaching staff","male","45 to 49 years","Full-time","Academic secondary schools",702,
"2018/19","Number of teaching staff","male","45 to 49 years","Full-time","Other general schools (statues)",42,
"2018/19","Number of teaching staff","male","45 to 49 years","Full-time","Vocational schools for apprentices",528,
"2018/19","Number of teaching staff","male","45 to 49 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1279,
"2018/19","Number of teaching staff","male","45 to 49 years","Full-time","Other schools and colleges for Vocational Education (statutes)",17,
"2018/19","Number of teaching staff","male","45 to 49 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","45 to 49 years","Part-time","Cumpulsory schools",208,
"2018/19","Number of teaching staff","male","45 to 49 years","Part-time","Academic secondary schools",176,
"2018/19","Number of teaching staff","male","45 to 49 years","Part-time","Other general schools (statues)",22,
"2018/19","Number of teaching staff","male","45 to 49 years","Part-time","Vocational schools for apprentices",73,
"2018/19","Number of teaching staff","male","45 to 49 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",433,
"2018/19","Number of teaching staff","male","45 to 49 years","Part-time","Other schools and colleges for Vocational Education (statutes)",36,
"2018/19","Number of teaching staff","male","45 to 49 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","50 to 54 years","Full-time","Cumpulsory schools",1421,
"2018/19","Number of teaching staff","male","50 to 54 years","Full-time","Academic secondary schools",807,
"2018/19","Number of teaching staff","male","50 to 54 years","Full-time","Other general schools (statues)",32,
"2018/19","Number of teaching staff","male","50 to 54 years","Full-time","Vocational schools for apprentices",566,
"2018/19","Number of teaching staff","male","50 to 54 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1554,
"2018/19","Number of teaching staff","male","50 to 54 years","Full-time","Other schools and colleges for Vocational Education (statutes)",19,
"2018/19","Number of teaching staff","male","50 to 54 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","50 to 54 years","Part-time","Cumpulsory schools",278,
"2018/19","Number of teaching staff","male","50 to 54 years","Part-time","Academic secondary schools",205,
"2018/19","Number of teaching staff","male","50 to 54 years","Part-time","Other general schools (statues)",29,
"2018/19","Number of teaching staff","male","50 to 54 years","Part-time","Vocational schools for apprentices",114,
"2018/19","Number of teaching staff","male","50 to 54 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",456,
"2018/19","Number of teaching staff","male","50 to 54 years","Part-time","Other schools and colleges for Vocational Education (statutes)",55,
"2018/19","Number of teaching staff","male","50 to 54 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2018/19","Number of teaching staff","male","55 to 59 years","Full-time","Cumpulsory schools",1619,
"2018/19","Number of teaching staff","male","55 to 59 years","Full-time","Academic secondary schools",1038,
